1st and Goal at TA&M 10,"Dylan Thompson pass complete to Nick Jones for 10 yds for a TD, (Elliott Fry KICK)",45,28
"SC DRIVE TOTALS: 6 plays, 75 yards, 2:28",,,
Texas A&M at 2:38,,TA&M,USC
,Landon Ard kickoff for 65 yds for a touchback,45,28
1st and 10 at TA&M 25,Brandon Williams run for 2 yds to the TexAM 27,,
2nd and 8 at TA&M 27,Kenny Hill pass incomplete to Malcome Kennedy,,
3rd and 8 at TA&M 27,Kenny Hill pass complete to Malcome Kennedy for 6 yds to the TexAM 33,,
4th and 2 at TA&M 33,"Drew Kaser punt for 44 yds, punt out-of-bounds at the SCaro 23",,
"TA&M DRIVE TOTALS: 3 plays, 8 yards, 1:24",,,
South Carolina at 1:14,,TA&M,USC
1st and 10 at SC 23,Dylan Thompson pass complete to Rory Anderson for 16 yds to the SCaro 39 for a 1ST down,45,28
1st and 10 at SC 39,Dylan Thompson pass complete to Shon Carson for 9 yds to the SCaro 48,,
2nd and 1 at SC 48,"Dylan Thompson pass incomplete to Pharoh Cooper, broken up by Devonta Burns",,
3rd and 1 at SC 48,Dylan Thompson pass intercepted Armani Watts return for no gain to the TexAM 17,,
"SC DRIVE TOTALS: 4 plays, 25 yards, 1:11",,,
Texas A&M at 0:03,,TA&M,USC
1st and 10 at TA&M 17,Brandon Williams run for 1 yd to the TexAM 18,45,28
,End of 3rd Quarter,,
4th Quarter Play-by-Play,,,
,,,
Texas A&M at 15:00,,TA&M,USC
2nd and 9 at TA&M 18,Kenny Hill pass incomplete to Malcome Kennedy,45,28
3rd and 9 at TA&M 18,Kenny Hill pass complete to Malcome Kennedy for 10 yds to the TexAM 28 for a 1ST down,,
1st and 10 at TA&M 28,Kenny Hill pass complete to Josh Reynolds for 17 yds to the TexAM 45 for a 1ST down,,
1st and 10 at TA&M 45,Kenny Hill pass complete to Ricky Seals-Jones for 2 yds to the TexAM 47,,
2nd and 8 at TA&M 47,Kenny Hill pass complete to Malcome Kennedy for 33 yds to the SCaro 20 for a 1ST down,,
1st and 10 at SC 20,Kenny Hill pass incomplete to Jeremy Tabuyo,,
2nd and 10 at SC 20,Trey Williams run for 3 yds to the SCaro 17,,
3rd and 7 at SC 17,Kenny Hill pass complete to Edward Pope for 15 yds to the SCaro 2 for a 1ST down,,
1st and Goal at SC 2,"Trey Williams run for 2 yds for a TD, (Josh Lambo KICK)",52,28
"TA&M DRIVE TOTALS: 10 plays, 83 yards, 2:54",,,
South Carolina at 12:09,,TA&M,USC
,Taylor Bertolet kickoff for 65 yds for a touchback,52,28
1st and 10 at SC 25,Brandon Wilds run for 6 yds to the SCaro 31,,
2nd and 4 at SC 31,Dylan Thompson pass complete to K.J. Brent for 13 yds to the SCaro 44 for a 1ST down,,
1st and 10 at SC 44,Dylan Thompson pass complete to Rory Anderson for 29 yds to the TexAM 27 for a 1ST down,,
1st and 10 at TA&M 27,Dylan Thompson pass incomplete,,
2nd and 10 at TA&M 27,Dylan Thompson pass incomplete,,
3rd and 10 at TA&M 27,Dylan Thompson pass incomplete to Rory Anderson,,
4th and 10 at TA&M 27,Dylan Thompson pass complete to Brandon Wilds for 8 yds to the TexAM 19,,
"SC DRIVE TOTALS: 7 plays, 56 yards, 2:04",,,
Texas A&M at 10:05,,TA&M,USC
1st and 10 at TA&M 19,Brandon Williams run for 3 yds to the TexAM 22,52,28
2nd and 7 at TA&M 22,Kenny Hill pass incomplete to Malcome Kennedy,,
3rd and 7 at TA&M 22,Kenny Hill pass complete to Edward Pope for 31 yds to the SCaro 47 for a 1ST down,,
1st and 10 at SC 47,"TEXAS A&M Penalty, Unsportsmanlike Conduct (Edward Pope) to the TexAM 38",,
1st and 10 at TA&M 38,Kenny Hill pass complete to Boone Niederhofer for 4 yds to the TexAM 42,,
2nd and 6 at TA&M 42,"SOUTH CAROLINA Penalty, Defensive Offside (5 Yards) to the TexAM 47",,
2nd and 1 at TA&M 47,Tra Carson run for 3 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Kenny Hill pass complete to Boone Niederhofer for 5 yds to the SCaro 45,,
2nd and 5 at SC 45,Trey Williams run for 7 yds to the SCaro 38 for a 1ST down,,
1st and 10 at SC 38,Trey Williams run for 2 yds to the SCaro 36,,
2nd and 8 at SC 36,Kenny Hill pass complete to Boone Niederhofer for 9 yds to the SCaro 27 for a 1ST down,,
1st and 10 at SC 27,Kenny Hill pass incomplete to LaQuvionte Gonzalez,,
2nd and 10 at SC 27,Brandon Williams run for a loss of 1 yard to the SCaro 28,,
3rd and 11 at SC 28,Kenny Hill pass complete to Frank Iheanacho for 10 yds to the SCaro 18,,
4th and 1 at SC 18,Brandon Williams run for 3 yds to the SCaro 15 for a 1ST down,,
1st and 10 at SC 15,Brandon Williams run for 3 yds to the SCaro 12,,
2nd and 7 at SC 12,Trey Williams run for 3 yds to the SCaro 9,,
3rd and 4 at SC 9,Trey Williams run for 3 yds to the SCaro 6,,
4th and 1 at SC 6,Trey Williams run for 3 yds to the SCaro 3 for a 1ST down,,
,End of 4th Quarter,,
"TA&M DRIVE TOTALS: 17 plays, 78 yards, 10:05",,,
