1st and 10 at UAB 39,"HOWARD, Jordan rush for 26 yards to the MT35 (LUCKETT, C.), PENALTY UAB holding (NAUMANN, Hayden) 10 yards to the UAB29, NO PLAY.",,
1st and 20 at UAB 29,D.J. Vinson run for no gain to the UAB 29,,
2nd and 20 at UAB 29,Cody Clements pass complete to Jamari Staples for 25 yds to the MTnSt 46 for a 1ST down,,
1st and 10 at MTU 46,D.J. Vinson run for 3 yds to the MTnSt 43,,
2nd and 7 at MTU 43,"Cody Clements pass complete to Jamari Staples for 43 yds for a TD, (Ty Long KICK)",22,21
"UAB DRIVE TOTALS: 7 plays, 74 yards, 2:46"
Middle Tennessee at 1:31,,UAB,MTU
,Ty Long kickoff for 65 yds for a touchback,22,21
1st and 10 at MTU 25,"Austin Grammer pass incomplete to u""Ed'Marques Batties""",,
2nd and 10 at MTU 25,Shane Tucker run for 6 yds to the MTnSt 31,,
3rd and 4 at MTU 31,Austin Grammer pass incomplete to Devin Clarke,,
4th and 4 at MTU 31,"u""Sean O'Kane"",  punt for 38 yds , Lamarcus Farmer returns for 2 yds to the UAB 33",,
"MTSU DRIVE TOTALS: 3 plays, 6 yards, 0:54"
UAB at 0:37,,UAB,MTU
1st and 10 at UAB 33,Jordan Howard run for 5 yds to the UAB 38,22,21
2nd and 5 at UAB 38,Jordan Howard run for 4 yds to the UAB 42,,
,End of 3rd Quarter,,
4th Quarter Play-by-Play
UAB at 15:00,,UAB,MTU
3rd and 1 at UAB 42,"UAB Penalty, false start (-5 Yards) to the UAB 37",22,21
3rd and 6 at UAB 37,"Cody Clements pass incomplete to Jamari Staples, broken up by Khari Burke",,
4th and 6 at UAB 37,"Hunter Mullinsu"" punt for 34 yds, fair catch by Ed'Marques Batties at the MTnSt 29""",,
"UAB DRIVE TOTALS: 3 plays, 4 yards, 0:50"
Middle Tennessee at 14:47,,UAB,MTU
1st and 10 at MTU 29,Austin Grammer pass incomplete to Marcus Henry,22,21
2nd and 10 at MTU 29,Austin Grammer pass incomplete to Tyler Barron,,
3rd and 10 at MTU 29,Austin Grammer run for 9 yds to the MTnSt 38,,
4th and 1 at MTU 38,"u""Sean O'Kane"",  punt for 48 yds , Lamarcus Farmer returns for 1 yd to the UAB 15",,
"MTSU DRIVE TOTALS: 3 plays, 9 yards, 1:11"
UAB at 13:36,,UAB,MTU
1st and 10 at UAB 15,Jordan Howard run for 4 yds to the UAB 19,22,21
2nd and 6 at UAB 19,Jordan Howard run for 8 yds to the UAB 27 for a 1ST down,,
1st and 10 at UAB 27,Jordan Howard run for 3 yds to the UAB 30,,
2nd and 7 at UAB 30,Jordan Howard run for a loss of 1 yard to the UAB 29,,
3rd and 8 at UAB 29,Cody Clements pass incomplete to Nyiakki Height,,
4th and 8 at UAB 29,"Hunter Mullins punt for 41 yds , u""Ed'Marques Batties"",  returns for no gain to the MTnSt 30",,
"UAB DRIVE TOTALS: 5 plays, 14 yards, 2:05"
Middle Tennessee at 11:31,,UAB,MTU
1st and 10 at MTU 30,Reggie Whatley run for 3 yds to the MTnSt 33,22,21
2nd and 7 at MTU 33,"Reggie Whatley run for 67 yds for a TD, (Austin Grammer failed )",22,27
"MTSU DRIVE TOTALS: 2 plays, 70 yards, 0:31"
UAB at 11:00,,UAB,MTU
,Cody Clark kickoff for 65 yds for a touchback,22,27
1st and 10 at UAB 25,Cody Clements pass complete to D.J. Vinson for 9 yds to the UAB 34,,
2nd and 1 at UAB 34,"Cody Clements pass complete to Jamari Staples for 5 yds to the MTnSt 39 for a 1ST down MIDDLE TENN Penalty, personal foul (Steve Rhodes) to the MTnSt 46 for a 1ST down",,
1st and 10 at MTU 46,Ty Long pass intercepted T.T. Barber return for 24 yds to the MTnSt 46,,
"UAB DRIVE TOTALS: 3 plays, 29 yards, 1:01"
Middle Tennessee at 9:59,,UAB,MTU
1st and 10 at MTU 46,Shane Tucker run for 7 yds to the UAB 47,22,27
2nd and 3 at UAB 47,Shane Tucker run for 4 yds to the UAB 43 for a 1ST down,,
1st and 10 at UAB 43,Shane Tucker run for 5 yds to the UAB 38,,
2nd and 5 at UAB 38,Shane Tucker run for 2 yds to the UAB 36,,
3rd and 3 at UAB 36,Shane Tucker run for no gain to the UAB 36,,
4th and 3 at UAB 36,"u""Sean O'Kane"",  punt for 36 yds for a touchback",,
"MTSU DRIVE TOTALS: 5 plays, 18 yards, 3:14"
UAB at 6:45,,UAB,MTU
1st and 10 at UAB 20,Jordan Howard run for a loss of 3 yards to the UAB 17,22,27
2nd and 13 at UAB 17,Cody Clements sacked by Jimal McBride for a loss of 3 yards to the UAB 14,,
3rd and 16 at UAB 14,Cody Clements pass intercepted Kevin Byard return for no gain to the UAB 47,,
"UAB DRIVE TOTALS: 3 plays, -6 yards, 1:06"
Middle Tennessee at 5:39,,UAB,MTU
1st and 10 at UAB 47,Jeremiah Bryson run for 4 yds to the UAB 43,22,27
2nd and 6 at UAB 43,Jeremiah Bryson run for 4 yds to the UAB 39,,
3rd and 2 at UAB 39,Jeremiah Bryson run for 1 yd to the UAB 38,,
4th and 1 at UAB 38,Austin Grammer run for 7 yds to the UAB 31 for a 1ST down,,
1st and 10 at UAB 31,Austin Grammer run for a loss of 2 yards to the UAB 33,,
2nd and 12 at UAB 33,"MIDDLE TENN Penalty, false start (Daniel Stephens) to the UAB 38",,
2nd and 17 at UAB 38,Shane Tucker run for 8 yds to the UAB 30,,
,"Timeout UAB, clock 02:15",,
3rd and 9 at UAB 30,"Austin Grammer pass complete to Marcus Henry for 30 yds for a TD, (Cody Clark KICK)",22,34
"MTSU DRIVE TOTALS: 7 plays, 47 yards, 3:31"
UAB at 2:08,,UAB,MTU
,"Cody Clark kickoff for 55 yds , Josh Magee return for no gain to the UAB 10",22,34
1st and 10 at UAB 10,Cody Clements pass incomplete to Josh Magee,,
2nd and 10 at UAB 10,Cody Clements pass complete to D.J. Vinson for 2 yds to the UAB 12,,
3rd and 8 at UAB 12,Cody Clements pass complete to Nyiakki Height for 12 yds to the UAB 24 for a 1ST down,,
1st and 10 at UAB 24,Cody Clements sacked by Leighton Gasque for a loss of 5 yards to the UAB 19,,
2nd and 15 at UAB 19,Cody Clements pass complete to Maudrecus Humphrey for 6 yds to the UAB 25,,
3rd and 9 at UAB 25,Cody Clements run for 9 yds to the UAB 34 for a 1ST down,,
1st and 10 at UAB 34,Cody Clements pass complete to Maudrecus Humphrey for 11 yds to the UAB 45 for a 1ST down,,
1st and 10 at UAB 45,Cody Clements run for 9 yds to the MTnSt 46,,
,"Timeout UAB, clock 00:22",,
2nd and 1 at MTU 46,Jeremiah Briscoe sacked by Chris Hale for a loss of 9 yards to the UAB 45,,
,End of 4th Quarter,,
"UAB DRIVE TOTALS: 9 plays, 35 yards, 2:08"
