"MTST DRIVE TOTALS: 5 plays, 18 yards, 2:40"
Montana State at 7:17,,MSU,ASU
1st and Goal at ARST 7,Anthony Knight run for 6 yds to the ArkSt 1,0,7
2nd and Goal at ARST 1,Anthony Knight run for no gain to the ArkSt 1,,
3rd and Goal at ARST 1,Anthony Knight run for no gain to the ArkSt 1,,
4th and Goal at ARST 1,"Anthony Knight run for 1 yd for a TD, (Luke Daly KICK)",7,7
"MTST DRIVE TOTALS: 4 plays, 7 yards, 1:32"
Arkansas State at 5:40,,MSU,ASU
,"Luke Daly kickoff for 65 yds , J.D. McKissic return for 29 yds to the ArkSt 29",7,7
1st and 10 at ARST 29,Michael Gordon run for 4 yds to the ArkSt 33,,
2nd and 6 at ARST 33,Michael Gordon run for 9 yds to the ArkSt 42 for a 1ST down,,
1st and 10 at ARST 42,"ARKANSAS ST Penalty, false start (N/A) to the ArkSt 37",,
1st and 15 at ARST 37,Fredi Knighten pass incomplete to Brandon Byner,,
2nd and 15 at ARST 37,Fredi Knighten pass complete to J.D. McKissic for 17 yds to the MntSt 46 for a 1ST down,,
1st and 10 at MTST 46,Johnston White run for 16 yds to the MntSt 30 for a 1ST down,,
1st and 10 at MTST 30,Johnston White run for 2 yds to the MntSt 28,,
2nd and 8 at MTST 28,Fredi Knighten pass incomplete to N/A,,
3rd and 8 at MTST 28,Johnston White run for 11 yds to the MntSt 17 for a 1ST down,,
1st and 10 at MTST 17,Fredi Knighten pass complete to Dijon Paschal for no gain to the MntSt 17,,
2nd and 10 at MTST 17,Fredi Knighten sacked by Connor Thomas for a loss of 4 yards to the MntSt 21,,
,"Timeout MONTANA ST, clock 02:04",,
3rd and 14 at MTST 21,Fredi Knighten run for 9 yds to the MntSt 12,,
4th and 5 at MTST 12,Luke Ferguson 29 yd FG GOOD,7,10
"ARST DRIVE TOTALS: 12 plays, 59 yards, 4:19"
Montana State at 1:14,,MSU,ASU
,"Luke Ferguson kickoff for 60 yds , Shawn Johnson return for 26 yds to the MntSt 31",7,10
1st and 10 at MTST 31,Dakota Prukop run for a loss of 3 yards to the MntSt 28,,
2nd and 13 at MTST 28,Dakota Prukop pass complete to Mitch Griebel for 9 yds to the MntSt 37,,
3rd and 4 at MTST 37,Shawn Johnson run for a loss of 4 yards to the MntSt 33,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Montana State at 15:00,,MSU,ASU
4th and 8 at MTST 33,"Jake Bleskin punt for 28 yds, downed at the ArkSt 39",7,10
"MTST DRIVE TOTALS: 3 plays, 2 yards, 1:23"
Arkansas State at 14:51,,MSU,ASU
1st and 10 at ARST 39,Fredi Knighten pass incomplete,7,10
2nd and 10 at ARST 39,Fredi Knighten run for a loss of 6 yards to the ArkSt 33,,
3rd and 16 at ARST 33,Fredi Knighten pass complete to Michael Gordon for 4 yds to the ArkSt 37,,
4th and 12 at ARST 37,"Luke Ferguson punt for 47 yds, punt out-of-bounds at the MntSt 16",,
"ARST DRIVE TOTALS: 3 plays, -2 yards, 1:27"
Montana State at 13:24,,MSU,ASU
1st and 10 at MTST 16,Shawn Johnson run for no gain to the MntSt 16,7,10
2nd and 10 at MTST 16,Dakota Prukop pass complete to Justin Paige for 55 yds to the ArkSt 29 for a 1ST down,,
1st and 10 at ARST 29,Dakota Prukop pass complete to Tiai Salanoa for 2 yds to the ArkSt 27,,
2nd and 8 at ARST 27,Dakota Prukop pass incomplete to N/A,,
3rd and 8 at ARST 27,Dakota Prukop sacked by Xavier Woodson for a loss of 6 yards to the ArkSt 33,,
4th and 14 at ARST 33,Luke Daly 50 yd FG MISSED,,
"MTST DRIVE TOTALS: 6 plays, 51 yards, 2:03"
Arkansas State at 11:21,,MSU,ASU
1st and 10 at ARST 33,Terrance Hollingsworth run for 4 yds to the ArkSt 37,7,10
2nd and 6 at ARST 37,Terrance Hollingsworth run for 1 yd to the ArkSt 38,,
3rd and 5 at ARST 38,Fredi Knighten pass incomplete to Tres Houston,,
4th and 5 at ARST 38,"Luke Ferguson punt for 49 yds, punt out-of-bounds at the MntSt 13",,
"ARST DRIVE TOTALS: 3 plays, 5 yards, 1:00"
Montana State at 10:21,,MSU,ASU
1st and 10 at MTST 13,Anthony Knight run for no gain to the MntSt 13,7,10
2nd and 10 at MTST 13,Dakota Prukop pass complete to Tiai Salanoa for 2 yds to the MntSt 15,,
3rd and 8 at MTST 15,Dakota Prukop pass complete to Brian Flotkoetter for 7 yds to the MntSt 22,,
4th and 1 at MTST 22,"MONTANA ST Penalty, delay of game (-5 Yards) to the MntSt 17",,
4th and 6 at MTST 17,"Trevor Bolton punt for 53 yds, downed at the ArkSt 30",,
"MTST DRIVE TOTALS: 3 plays, 4 yards, 2:00"
Arkansas State at 8:21,,MSU,ASU
1st and 10 at ARST 30,Johnston White run for 1 yd to the ArkSt 31,7,10
2nd and 9 at ARST 31,Fredi Knighten pass complete to J.D. McKissic for 17 yds to the ArkSt 48 for a 1ST down,,
1st and 10 at ARST 48,Fredi Knighten pass complete to Tres Houston for 9 yds to the MntSt 43,,
2nd and 1 at MTST 43,Johnston White run for a loss of 1 yard to the MntSt 44,,
3rd and 2 at MTST 44,Johnston White run for 1 yd to the MntSt 43,,
4th and 1 at MTST 43,Fredi Knighten pass incomplete to N/A,,
"ARST DRIVE TOTALS: 6 plays, 27 yards, 1:55"
Montana State at 6:26,,MSU,ASU
1st and 10 at MTST 43,Dakota Prukop pass complete to Gunnar Brekke for 8 yds to the ArkSt 49,7,10
2nd and 2 at ARST 49,"MONTANA ST Penalty, substitution infraction (-5 Yards) to the MntSt 46",,
2nd and 7 at MTST 46,Shawn Johnson run for 20 yds to the ArkSt 34 for a 1ST down,,
1st and 10 at ARST 34,Shawn Johnson run for no gain to the ArkSt 34,,
2nd and 10 at ARST 34,Dakota Prukop sacked by Charleston Girley and Dexter Blackmon for a loss of 7 yards to the ArkSt 41,,
3rd and 17 at ARST 41,Dakota Prukop run for 3 yds to the ArkSt 38,,
,"Timeout ARKANSAS ST, clock 03:49",,
4th and 14 at ARST 38,"Trevor Bolton punt for 37 yds, downed at the ArkSt 1",,
"MTST DRIVE TOTALS: 5 plays, 19 yards, 2:48"
Arkansas State at 3:38,,MSU,ASU
1st and 10 at ARST 1,Fredi Knighten run for 8 yds to the ArkSt 9,7,10
2nd and 2 at ARST 9,Fredi Knighten pass complete to Kenneth Rains for 1 yd to the ArkSt 10,,
3rd and 1 at ARST 10,Fredi Knighten pass complete to Tres Houston for 16 yds to the ArkSt 26 for a 1ST down,,
1st and 10 at ARST 26,Johnston White run for 5 yds to the ArkSt 31,,
2nd and 5 at ARST 31,Fredi Knighten run for 3 yds to the ArkSt 34,,
3rd and 2 at ARST 34,Fredi Knighten run for 5 yds to the ArkSt 39 for a 1ST down,,
1st and 10 at ARST 39,Fredi Knighten run for 4 yds to the ArkSt 43,,
2nd and 6 at ARST 43,Fredi Knighten pass complete to Tres Houston for 3 yds to the ArkSt 46,,
,"Timeout ARKANSAS ST, clock 00:35",,
3rd and 3 at ARST 46,Fredi Knighten pass complete to J.D. McKissic for 43 yds to the MntSt 11 for a 1ST down,,
1st and 10 at MTST 11,Fredi Knighten pass incomplete,,
2nd and 10 at MTST 11,Fredi Knighten pass complete to Darion Griswold for 5 yds to the MntSt 6,,
,"Timeout ARKANSAS ST, clock 00:14",,
3rd and 5 at MTST 6,Fredi Knighten pass incomplete to Tres Houston,,
4th and 5 at MTST 6,Luke Ferguson 23 yd FG GOOD,7,13
"ARST DRIVE TOTALS: 13 plays, 93 yards, 3:33"
Montana State at 0:01,,MSU,ASU
,"Luke Ferguson kickoff for 45 yds , Devin Jeffries return for 7 yds to the MntSt 27",7,13
1st and 10 at MTST 27,TEAM run for a loss of 3 yards to the MntSt 24,,
,End of 2nd Quarter,,
"MTST DRIVE TOTALS: 1 play, -3 yards, 0:01"
3rd Quarter Play-by-Play
Montana State at 14:52,,MSU,ASU
,"Luke Ferguson kickoff for 60 yds , Shawn Johnson return for 15 yds to the 50 yard line ARKANSAS ST Penalty, illegal helmet contact (Frankie Jackson) to the MntSt 35",7,13
1st and 10 at MTST 35,Dakota Prukop pass complete to Lee Perkins for 13 yds to the MntSt 48 for a 1ST down,,
1st and 10 at MTST 48,Shawn Johnson run for 5 yds to the ArkSt 47,,
2nd and 5 at ARST 47,Shawn Johnson run for no gain to the ArkSt 47,,
3rd and 5 at ARST 47,"Dakota Prukop run for 9 yds to the ArkSt 38 MONTANA ST Penalty, HL (Brian Flotkoetter) to the ArkSt 48",,
3rd and 6 at ARST 48,Dakota Prukop pass incomplete to Brian Flotkoetter,,
,"Timeout ARKANSAS ST, clock 12:47",,
4th and 6 at ARST 48,Trevor Bolton run for 25 yds to the ArkSt 23 for a 1ST down,,
1st and 10 at ARST 23,Dakota Prukop run for 2 yds to the ArkSt 21,,
2nd and 8 at ARST 21,Anthony Knight run for 1 yd to the ArkSt 20,,
3rd and 7 at ARST 20,Dakota Prukop pass complete to Mitch Griebel for 2 yds to the ArkSt 18,,
4th and 5 at ARST 18,Luke Daly 34 yd FG GOOD,10,13
"MTST DRIVE TOTALS: 10 plays, 47 yards, 4:31"
Arkansas State at 10:13,,MSU,ASU
,"Luke Daly kickoff for 65 yds , Blaise Taylor return for 38 yds to the ArkSt 38",10,13
1st and 10 at ARST 38,Terrance Hollingsworth run for 5 yds to the ArkSt 43,,
2nd and 5 at ARST 43,Fredi Knighten run for 7 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,"Fredi Knighten pass incomplete to Jr.  Carl Lee, broken up by Bryson Keeton",,
2nd and 10 at 50,Fredi Knighten pass complete to Tres Houston for 8 yds to the MntSt 42,,
3rd and 2 at MTST 42,Fredi Knighten pass complete to Tres Houston for no gain to the MntSt 42,,
4th and 2 at MTST 42,"Luke Ferguson punt for 37 yds, downed at the MntSt 5",,
"ARST DRIVE TOTALS: 5 plays, 20 yards, 2:11"
Montana State at 8:02,,MSU,ASU
1st and 10 at MTST 5,Dakota Prukop pass incomplete to Brian Flotkoetter,10,13
2nd and 10 at MTST 5,Anthony Knight run for 1 yd to the MntSt 6,,
3rd and 9 at MTST 6,Dakota Prukop pass incomplete to Justin Paige,,
4th and 9 at MTST 6,"Trevor Bolton punt for 34 yds, fair catch by Blaise Taylor at the MntSt 40",,
"MTST DRIVE TOTALS: 3 plays, 1 yard, 0:59"
Arkansas State at 7:03,,MSU,ASU
1st and 10 at MTST 40,"ARKANSAS ST Penalty, false start (-5 Yards) to the MntSt 45",10,13
1st and 15 at MTST 45,Fredi Knighten pass complete to Brandon Cox for 4 yds to the MntSt 41,,
2nd and 11 at MTST 41,Fredi Knighten run for 25 yds to the MntSt 16 for a 1ST down,,
1st and 10 at MTST 16,Fredi Knighten run for a loss of 4 yards to the MntSt 20,,
2nd and 14 at MTST 20,"Knighten, Fredi pass incomplete, PENALTY ASU intentional grounding (Knighten, Fredi) 11 yards to the MSU31, NO PLAY (Nate Bignell).",,
3rd and 25 at MTST 31,Fredi Knighten run for 8 yds to the MntSt 23,,
4th and 17 at MTST 23,Luke Ferguson 41 yd FG GOOD,10,16
"ARST DRIVE TOTALS: 5 plays, 17 yards, 1:37"
Montana State at 5:21,,MSU,ASU
,"Luke Ferguson kickoff for 62 yds , Gunnar Brekke return for 17 yds to the MntSt 20",10,16
1st and 10 at MTST 20,Dakota Prukop pass complete to Mitch Griebel for 10 yds to the MntSt 30 for a 1ST down,,
1st and 10 at MTST 30,Dakota Prukop pass complete to Mitch Griebel for 6 yds to the MntSt 36,,
2nd and 4 at MTST 36,Dakota Prukop run for 7 yds to the MntSt 43 for a 1ST down,,
1st and 10 at MTST 43,Dakota Prukop run for 2 yds to the MntSt 45,,
2nd and 8 at MTST 45,"Dakota Prukop pass incomplete to Mitch Griebel, broken up by Andrew Tryon",,
3rd and 8 at MTST 45,Dakota Prukop sacked by Caleb Caston for a loss of 8 yards to the MntSt 37,,
4th and 16 at MTST 37,"Trevor Bolton punt for 44 yds , Blaise Taylor returns for 1 yd to the ArkSt 20",,
"MTST DRIVE TOTALS: 6 plays, 17 yards, 2:44"
Arkansas State at 2:37,,MSU,ASU
1st and 10 at ARST 20,Fredi Knighten pass complete to Terrance Hollingsworth for 12 yds to the ArkSt 32 for a 1ST down,10,16
1st and 10 at ARST 32,Tres Houston pass complete to Fredi Knighten for 45 yds to the MntSt 23 for a 1ST down,,
1st and 10 at MTST 23,Fredi Knighten pass complete to Darion Griswold for 23 yds for a TD,10,23
"ARST DRIVE TOTALS: 3 plays, 80 yards, 0:44"
Montana State at 1:47,,MSU,ASU
,"Luke Ferguson kickoff for 54 yds , Gunnar Brekke return for 17 yds to the MntSt 28",10,23
1st and 10 at MTST 28,Chad Newell run for 4 yds to the MntSt 32,,
2nd and 6 at MTST 32,"MONTANA ST Penalty, HL (-10 Yards) to the MntSt 22",,
2nd and 16 at MTST 22,Dakota Prukop sacked by Chris Stone for a loss of 2 yards to the MntSt 20,,
3rd and 18 at MTST 20,Dakota Prukop pass intercepted Rocky Hayes return for no gain to the ArkSt 46,,
"MTST DRIVE TOTALS: 3 plays, -8 yards, 1:34"
Arkansas State at 0:13,,MSU,ASU
1st and 10 at ARST 46,Fredi Knighten pass complete to Tres Houston for 11 yds to the MntSt 43 for a 1ST down,10,23
,End of 3rd Quarter,,
4th Quarter Play-by-Play
Arkansas State at 15:00,,MSU,ASU
1st and 10 at MTST 43,"MONTANA ST Penalty, offside defense (5 Yards) to the MntSt 38",10,23
1st and 5 at MTST 38,Fredi Knighten run for 33 yds to the MntSt 5 for a 1ST down,,
1st and Goal at MTST 5,Terrance Hollingsworth run for 4 yds to the MntSt 1,,
2nd and Goal at MTST 1,Terrance Hollingsworth 1 Yd Run (Luke Ferguson Kick),10,30
"ARST DRIVE TOTALS: 4 plays, 54 yards, 0:48"
Montana State at 14:21,,MSU,ASU
,"Luke Ferguson kickoff for 65 yds , Gunnar Brekke return for 13 yds to the MntSt 13",10,30
1st and 10 at MTST 13,Dakota Prukop pass incomplete,,
2nd and 10 at MTST 13,Dakota Prukop pass complete to Gunnar Brekke for 13 yds to the MntSt 26 for a 1ST down,,
1st and 10 at MTST 26,Anthony Knight run for no gain to the MntSt 26,,
2nd and 10 at MTST 26,Dakota Prukop sacked by Sterling Young for a loss of 2 yards to the MntSt 24,,
3rd and 12 at MTST 24,Dakota Prukop run for 13 yds to the MntSt 37 for a 1ST down,,
1st and 10 at MTST 37,Dakota Prukop pass complete to Mitch Griebel for 8 yds to the MntSt 45,,
2nd and 2 at MTST 45,"Dakota Prukop pass incomplete to N/A, broken up by Xavier Woodson",,
3rd and 2 at MTST 45,Anthony Knight run for 4 yds to the MntSt 49 for a 1ST down,,
1st and 10 at MTST 49,Dakota Prukop pass incomplete to Gunnar Brekke,,
2nd and 10 at MTST 49,Gunnar Brekke run for 6 yds to the ArkSt 45,,
3rd and 4 at ARST 45,Dakota Prukop pass intercepted Qushaun Lee return for 40 yds to the MntSt 15,,
"MTST DRIVE TOTALS: 11 plays, 42 yards, 3:27"
Arkansas State at 10:54,,MSU,ASU
1st and 10 at MTST 15,Johnston White run for 5 yds to the MntSt 10,10,30
2nd and 5 at MTST 10,"Knighten, Fredi pass incomplete to Mays, Booker, PENALTY MSU offside defense 4 yards to the MSU6, NO PLAY.",,
2nd and 1 at MTST 6,Johnston White run for 3 yds to the MntSt 3 for a 1ST down,,
1st and Goal at MTST 3,Johnston White run for 2 yds to the MntSt 1,,
2nd and Goal at MTST 1,Johnston White 1 Yd Run (Luke Ferguson Kick),10,37
"ARST DRIVE TOTALS: 4 plays, 15 yards, 1:07"
Montana State at 9:47,,MSU,ASU
,Luke Ferguson kickoff for 65 yds for a touchback,10,37
1st and 10 at MTST 25,Dakota Prukop pass complete to Mitch Griebel for 4 yds to the MntSt 29,,
2nd and 6 at MTST 29,Dakota Prukop pass incomplete to N/A,,
3rd and 6 at MTST 29,"MONTANA ST Penalty, false start (-5 Yards) to the MntSt 24",,
3rd and 11 at MTST 24,Dakota Prukop sacked by Austi Copeland for a loss of 3 yards to the MntSt 21,,
4th and 14 at MTST 21,"Trevor Bolton punt for 61 yds , Blaise Taylor returns for 10 yds to the ArkSt 28",,
"MTST DRIVE TOTALS: 3 plays, -4 yards, 1:22"
Arkansas State at 8:25,,MSU,ASU
1st and 10 at ARST 28,Brandon Byner run for 1 yd to the ArkSt 29,10,37
2nd and 9 at ARST 29,Fredi Knighten run for 4 yds to the ArkSt 33,,
3rd and 5 at ARST 33,"Fredi Knighten pass incomplete, broken up by Connor Thomas",,
4th and 5 at ARST 33,"Luke Ferguson punt for 61 yds, downed at the MntSt 6",,
"ARST DRIVE TOTALS: 3 plays, 5 yards, 1:22"
Montana State at 7:03,,MSU,ASU
1st and 10 at MTST 6,Anthony Knight run for 1 yd to the MntSt 7,10,37
2nd and 9 at MTST 7,Anthony Knight run for 2 yds to the MntSt 9,,
3rd and 7 at MTST 9,Anthony Knight run for a loss of 1 yard to the MntSt 8,,
4th and 8 at MTST 8,"Trevor Bolton punt for 56 yds, downed at the ArkSt 36",,
"MTST DRIVE TOTALS: 3 plays, 2 yards, 1:52"
Arkansas State at 5:11,,MSU,ASU
1st and 10 at ARST 36,DeKeathan Williams run for 5 yds to the ArkSt 41,10,37
2nd and 5 at ARST 41,DeKeathan Williams run for 4 yds to the ArkSt 45,,
3rd and 1 at ARST 45,DeKeathan Williams run for 2 yds to the ArkSt 47 for a 1ST down,,
1st and 10 at ARST 47,Stephen Hogan run for 16 yds to the MntSt 37 for a 1ST down,,
1st and 10 at MTST 37,DeKeathan Williams run for 2 yds to the MntSt 35,,
2nd and 8 at MTST 35,Brandon Byner run for 5 yds to the MntSt 30,,
3rd and 3 at MTST 30,Brandon Byner run for 9 yds to the MntSt 21 for a 1ST down,,
1st and 10 at MTST 21,"Stephen Hogan run for 11 yds to the MntSt 6 Stephen Hogan fumbled, forced by Mac Bignell, recovered by MntSt Mac Bignell",,
"ARST DRIVE TOTALS: 8 plays, 58 yards, 3:43"
Montana State at 1:28,,MSU,ASU
1st and 10 at MTST 6,Dakota Prukop pass incomplete,10,37
2nd and 10 at MTST 6,Chad Newell run for 4 yds to the MntSt 10,,
3rd and 6 at MTST 10,Gunnar Brekke run for a loss of 2 yards to the MntSt 8,,
4th and 8 at MTST 8,"Trevor Bolton punt for 40 yds , Blaise Taylor returns for no gain to the MntSt 48",,
,End of 4th Quarter,,
"MTST DRIVE TOTALS: 3 plays, 2 yards, 1:28"
