3rd and 11 at t66 41,Bo Wallace pass complete to Mark Dodson for 13 yds to the t66 28 for a 1ST down,,
1st and 10 at t66 28,Mark Dodson run for 9 yds to the t66 19,,
2nd and 1 at t66 19,"Mark Dodson run for 19 yds for a TD, (Andrew Fletcher KICK)",13,35
t66 at 1:12,,t66,t433
,"Nathan Noble kickoff for 65 yds , Bryan Douglas return for 28 yds to the t66 28",13,35
1st and 10 at t66 28,Grant Hedrick pass complete to Jay Ajayi for 2 yds to the t66 30,,
2nd and 8 at t66 30,Grant Hedrick run for 20 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Grant Hedrick pass complete to Jay Ajayi for 3 yds to the t433 47,,
2nd and 7 at t433 47,Grant Hedrick sacked by John Youngblood for a loss of 6 yards to the t66 47,,
3rd and 13 at t66 47,Grant Hedrick sacked by Marquis Haynes for a loss of 15 yards to the t66 32,,
4th and 28 at t66 32,Grant Hedrick pass complete to Jay Ajayi for 15 yds to the t66 47,,
"t433 DRIVE TOTALS: 6 plays, 16 yards, 0:58",,,
t433 at 15:00,,t66,t433
1st and 10 at t66 47,TEAM run for a loss of 2 yards to the t66 49,13,35
2nd and 12 at t66 49,TEAM run for a loss of 2 yards to the t433 49,,
,End of 4th Quarter,,
